Caption,Rank
When did you first realize you were really a woman?,1
I recommend a day of rest.,2
"You know, you have the power to change how you feel.",3
You don't need English on every shot.,1
I've never been snookered so properly before.,2
Solids or pinstripes?,3
"I didn't mean your day wasn't hard, too.",1
"That's funny, I don't feel like the winner.",2
I just do it for the health care.,3
"I don't mind, but Harald's allergic.",1
"Wait for my command, and then release the hound.",2
Will he bite?,3
Tap is fine.,1
I'm on a bar crawl.,2
I just need one of those little umbrellas.,3
They did say ocean views.,1
Let's give them another half hour.,2
"This is prewar, you said?",3
"I think we're starting to move, everyone.",1
"Well, it's lonely.",2
I hope this guy Knievel knows what he's doing.,3
"Your sins are forgiven, but not your co-pay.",1
We tend to pick up quite a few converts in here.,2
You're covered under His plan.,3
Does he know why we invited him to the barbecue?,1
"You were right, I guess it is a water buffalo.",2
Ugh. New money.,3
I can't believe you used that line to get me in here.,1
You really would rather be fishing.,2
I'm faking it.,3
Matisse now; Pollock later.,1
I prefer his later jumps.,2
Derivative.,3
"No, just hear him out. Maybe we are being too defensive.",1
"Lewis, stay stuck in denial. Miller, keep projecting. Everyone else block.",2
He thinks you push people away.,3
I move for less transparency.,1
Look busy.,2
"Due to financial difficulties, several board members have taken on additional duties.",3
It's unplugged. I'm not an idiot.,1
It's a classic 1980 Sunbeam.,2
I should have chosen door number 2.,3
She left me for an engine that could.,1
We uncoupled.,2
I just feel there's no light at the end of the tunnel.,3
Quick! Your pen!,1
We've been hacked!,2
Put him through.,3
Your boss just called. He is sending something to you from the Cloud.,1
One drop of rain won't kill you.,2
They said the showers would be isolated.,3
Looks like you boys could use some water.,1
It's big and blue. You can't miss it.,2
Your first rodeo?,3
I just think it sends the wrong message.,1
We've been struggling to enlist millennials.,2
"This is step one. Next, we slip in some ads.",3
I can tell you exactly what he was compensating for.,1
"If I knew Larry, it's hollow inside.",2
Costco.,3
Now who's laughing all the way?,1
Our contract has a subordinate Claus.,2
This will go down in history.,3
I don't normally pick up guys like this.,1
I've found another man.,2
Taxidermy saved our marriage.,3
"Marge, I think you ordered from the wrong Amazon!",1
"Yes, they're new shoes, but it's no one you know.",2
Don't give me that endangered-species look.,3
I'm just the anesthesiologist.,1
We're now emphasizing less cruel and more unusual.,2
Stop saying 'KAPOW!' every time.,3
"My two other wishes were ironically misinterpreted, too.",1
You want to sell mustard? Here's how you sell mustard!,2
Your cheeseburger is on the loading dock.,3
Do you remember what you had for lunch last Thursday?,1
It was in international waters.,2
Can we make this quick? I gotta keep moving.,3
I recommend the trout.,1
Please! I have a wife and two thousand kids!,2
All that work to die a virgin.,3
I should have jumped from a higher floor.,1
"I'm a congressman, obstruction is my job.",2
Does this suit make me look flat?,3
Do you see how I'm lifting with my legs?,1
I'm hourly.,2
It's time you learned about managing people's expectations.,3
We get it. You're straight.,1
"Unfortunately, we are not flexible on mats.",2
Everyone is equally welcome here. But you need to leave.,3
"Not now, I'm in the middle of a big case.",1
I'll debrief you two later.,2
They only allow one carry-on.,3
Head for the carrousel! It's our only chance!,1
I ain't going back to timeout!,2
"No, you grow up.",3
One more after this and we'll be able to meet our deductible.,1
I see our time is almost up.,2
Tell me about your childhood very quickly.,3
I told my ex I'll take her back if she drops some weight.,1
"Duck? No, I ordered roast beef.",2
Could you explain the 'act of God' clause again?,3
I'm afraid they'll give you life.,1
Your priors are going to be a problem.,2
Who'd have thought they'd get you for tax evasion.,3
His parents never picked him up.,1
Isn't this the same guy who got shipwrecked in our wading pool?,2
Should we tell him we found his car keys two hours ago?,3
"He's pro-gun, but I like his stance on migration.",1
It must be great to be endangered.,2
It took us years to get somebody on the inside.,3
It's normal to feel empty after a split.,1
Would you feel more comfortable on the floor?,2
I am required to report those bruises.,3
I doubled my contribution to PBS.,1
You should have seen the drink it came in.,2
Check to see if it's still raining.,3
"Will the gentleman be alive for dinner, sir?",1
Have you tried turning it off and back on again?,2
"Will you be needing any more of me, sir?",3
Then maybe you should just tell me what you want for your birthday instead of saying you don't care.,1
Can we have one argument without you bringing up the monkeys?,2
Should I have gotten a half-barrel?,3
"Take the picture, damn it, take the picture!",1
I'm sorry I said you had small hands.,2
"See, right there! You did it again! You're bending your elbow.",3
You're in his blind spot.,1
He's over tired.,2
The rear-facing camera lets him know I'm here.,3
"Ironically, it's for being so humble.",1
Good Samaritan? I was a great Samaritan.,2
I let my mother-in-law move in with us.,3
"You voted Leave, didn't you?",1
We said we would return when Cleveland won a championship.,2
What happens on Vega stays on Vega.,3
Welcome to orientation.,1
"First, welcome to Pisa.",2
Excellent slide show.,3
Because it's not there.,1
"If you see the cartoonist, have him drop me a line.",2
There's really nothing to it.,3
Your overhead is going to kill you.,1
The queen has agreed to split everything fifty-fifty.,2
We could also go with a chandelier.,3
Sorry I'm late. I hit every traffic light coming home.,1
What happened to us? We used to be so wild.,2
"Yes, it's hot. But a ceiling fan will only make things worse.",3
"Yeah, well your profile wasn't exactly honest, either.",1
I got your message. How can I help?,2
We should probably exchange insurance information.,3
"Sorry for the wait, but it's been like Grand Central station in here.",1
"Before this, I was a busboy.",2
"If you see something, say something.",3
"No, what I said was we need more stakeholders.",1
"Sir, you should probably assume your human form for the shareholders' meeting.",2
Anywhere but Eve's office.,3
He wants to know if you can move your seat up.,1
Then why did you have the bumper sticker?,2
"Trust me, in five years echolocation will have completely replaced GPS.",3
And are the clowns inside you now?,1
Where do the voices tell you to go?,2
You got yourself here. That's a good start.,3
"He's not reinventing it, he's making it great again.",1
Try to look surprised.,2
The hole in the middle was my idea.,3
Think it over. I'm still the only one here who can use a can opener.,1
I'm not a big cat person.,2
"Kids, stay in the thimble.",3
Let's not mistake his confidence for leadership.,1
I think I will unfollow him.,2
You think that's impressive? Wait till we get to the lake.,3
"I know a specialist, but he's in prison.",1
It could be a combination of things.,2
You're lucky someone was on the sidewalk to break your fall.,3
"Well, if it isn't the Gym Reaper.",1
"I see fashion's dead, too.",2
"Let me guess, Casual Friday the 13th?",3
It deployed when her carriage rear-ended an oxcart.,1
She's the only surviving wife of Henry the VIII.,2
"I know her, but we were never close.",3
"Actually, it's all we ever talk about.",1
"Why can't you just wear a button, like most people?",2
It's your metaphor. You feed it!,3
I'll have my guy call your guy.,1
It wouldn't be so bad if their printers weren't in our pants.,2
"My thoughts, exactly.",3
It's amazing to think he started out in the lobby.,1
"Finally, a CEO who doesn't suck all the oxygen out of the room.",2
We hired him to appeal to perennials.,3
I knew they were smart. I didn't know they were sarcastic.,1
Very nice. Now do a boat.,2
I'm thinking now I probably should have just trained them to get help.,3
Like the pomp. Not crazy about the circumstances.,1
I'm thinking about quitting the band.,2
"This is my first mirage à trois, too.",3
"Sir, I just need you to take one small step out of the vehicle.",1
"I don't make the laws of physics, sir. I just enforce them.",2
"Do you know why I pulled you over, or how?",3
I admire your restraint.,1
"I have some good news, we're letting you go.",2
Tell me about a difficult situation you've been in and what you did to get out of it.,3
Where do you see yourself five chairs from now?,1
What makes you think you were not our first choice?,2
You will have one more try when the music starts.,3
Row v. Wave.,1
"Don't worry, the polls show it will miss us.",2
We shall overcomb.,3
Long time no sea.,1
All I'm saying is that the science isn't necessarily conclusive.,2
"Actually, we're in the same boat.",3
Maybe his second week will go better.,1
I'd like to see other people.,2
The corrupt media will blow this way out of proportion.,3
You were with Ringling Brothers? I was with Lehman Brothers.,1
Shouldn't you be at your confirmation hearing?,2
"Sorry, none of our hours are happy anymore.",3
The doctor said it might help me quit.,1
Needs dressing.,2
I miss the screaming.,3
We had meth on Tuesday.,1
Are you sure the recipe said mustard gas?,2
Is that a new outfit?,3
I'll be damned.,1
What do you mean it's your mother's recipe?,2
"Wait, we have an oven?",3
"No, you grow up.",1
Honey? The baby's outsmarted me again.,2
There's got to be an easier way to keep me insured.,3
I can't believe my eye!,1
See? A real pirate would have cannonballed.,2
Let's just shoot the next one.,3
Getting past the guard is easy. How do we remove the paintings?,1
I invented fire. He invested in it.,2
"Personally, I'm not a big fan of modern architecture.",3
